ABAJO	DOWN
quiere	wants
quiere_identidad	wants_identity
quiere_preview	wants_preview
quieto	idle
quit_posible	quit_possible
quitar	remove
quitar_de_historia	remove_from_history
quitar_favorito	remove_favorite
quitar_una_ruta_borra_su_punto_de_salto	removing_a_path_erases_its_jump_point
rafaga_coalesce_a_un_evento	burst_coalesces_to_one_event
raices	roots
raiz	root
rama	branch
rama_de_head	head_branch
ramas	branches
ramas_del_listado	listing_branches
raro	odd
raton_en_la_ayuda	mouse_in_help
razon	reason
re_listar	re_list
reabrir_un_id_huerfano_recupera_su_estado	reopening_an_orphan_id_recovers_its_state
read_file_frontera_multibyte_cae_a_base64_fiel	read_file_multibyte_boundary_falls_back_to_faithful_base64
read_file_texto_y_binario_fiel	read_file_text_and_binary_faithful
read_range_semantica_pread	read_range_semantic_pread
readornar_todo	readornar_all
reanudar_peticion	reanudar_request
rebase_conserva_la_forma	rebase_preserves_the_shape
rebase_no_fabrica_duplicados	rebase_no_factory_duplicados
rebase_reasigna_desde_la_base_y_devuelve_el_mapa	rebase_reassigns_from_the_base_and_returns_the_map
rebind_explicito_de_enter_a_approve_es_consentimiento_informado	explicit_rebind_of_enter_to_approve_is_informed_consent
recargar_como_cicla_y_marca_forzado	reload_as_cycles_and_marks_forced
recargar_como_vence_al_bom	reload_as_overrides_the_bom
recargar_la_config_reemplaza_los_favoritos_del_sidebar	reloading_the_config_replaces_the_sidebars_favorites
recargar_lineas	reload_lines
rechaza_formulario_invalido	rejects_form_invalid
rechaza_por_solo_lectura	rejects_for_read_only
rechazo	rejection
rechazo_de_lote	batch_rejection
rechazos_por_tamano	rejections_by_size
reclamar_ficha	claim_detail
reclamar_pagina	claim_page
recoge_cromo	collects_chrome
recongelar_ayuda	recongelar_help
recongelar_hechos_de_ayuda	refreeze_help_facts
reconocido	recognized
recordar_vacio_es_error_y_no_pasa_como_secreto	remembering_empty_is_an_error_and_does_not_pass_as_a_secret
recorre	walks
recorrer_organizar	walk_organize
recortado	cropped
recorte	crop
recuento	count
recuperar	recover
redimensionar	resize
redimensionar_columna	resize_column
redimensionar_con_la_alterna_puesta_no_pierde_lo_de_abajo	resizing_with_the_alt_screen_on_does_not_lose_what_is_below
redimensionar_conserva_lo_que_cabe	resizing_preserves_what_fits
reemplazar_seccion	replace_section
refrescar	refresh
refrescar_afectados	refresh_afectados
refrescar_visibles	refresh_visible
refreshed_a_medias_conserva_el_fill_del_pane_no_relistado	a_partial_refresh_preserves_the_unrelisted_panes_fill
refreshed_de_ambos_paneles_suelta_los_dos_huecos	a_refresh_of_both_panes_releases_both_slots
refreshed_suelta_el_fill_del_pane_relistado	refreshed_releases_the_fill_of_the_relisted_pane
refreshed_vacio_no_toca_nada	an_empty_refresh_touches_nothing
registrados	registered
registro	log
registro_next	log_next
registro_remoto	log_remote
regreso_tras_desconectar	regreso_after_disconnect
rehacer_reparto	redo_split
rehusa	refuses
reiniciar	restart
reintentar_por_comando	retry_by_command
reintento	retry
reintento_heredado	retry_heredado
reinterpretar_nombres_pinta_legible_con_badge_e_indicador	reinterpreting_names_paints_it_readable_with_a_badge_and_indicator
rejilla	grid
relevo	handoff
relevo_en_curso	handoff_in_progress
relevo_fallido	handoff_fallido
relevo_terminado	handoff_finished
reloj_tira	clock_strip
remoto	remote
rename_de_ortografia	spelling_rename
rename_dentro_de_su_subarbol_se_rechaza	renaming_into_its_own_subtree_is_rejected
rename_dir_con_listado_hostil_no_muta_nada	renaming_a_dir_with_a_hostile_listing_mutates_nothing
renamer_rehusa	renamer_refuses
render_attr_value_neutralizes_hostiles	render_attr_value_neutralizes_hostile
render_ayuda	render_help
renombrado	renamed
renombrar	rename
rep_repite_el_ultimo	rep_repeats_the_last_one
reparto	split
repedir_catalogo	repedir_catalog
repintar_registro	repintar_log
repintar_si_hace_falta	repaint_if_needed
replaced_de_otro_pane_no_toca	a_replaced_from_another_pane_does_not_touch_it
replaced_suelta_el_fill_del_pane	replaced_releases_the_fill_of_the_pane
request_scope_devuelve_id_y_hint_humano	request_scope_returns_id_and_a_human_hint
require_contra_servidor_sin_tls_falla	require_against_a_server_without_tls_fails
require_rechaza_cert_desconocido	require_rejects_an_unknown_cert
reset_limpia_el_contador	reset_clears_the_counter
reset_rompe_la_secuencia_pendiente	reset_breaks_the_pending_sequence
resolve_user_explicito_gana	resolve_user_explicito_wins
resolver_dialogo	resolver_dialog
resolver_visor_efectivo	resolver_visor_effective
responde	answers
responde_con_foto	responds_with_snapshot
responde_log_tail	answers_log_tail
responder_dialogo	responder_dialog
restablecer	reset
restablecer_ajuste	reset_setting
restaurar_cursor	restore_cursor
restaurar_la_sesion_no_puede_colgar_el_arranque	restoring_the_session_cannot_hang_startup
restaurar_una_sesion_no_apaga_la_fila_de_subir	restoring_a_session_does_not_turn_off_the_parent_row
resto	rest
resuelto	resolved
resuelve_secuencias_multi_tecla	resolves_multi_key_sequences
resultado	result
resumen	summary
resumen_de_lote_si_cerrado	batch_summary_if_closed
retroceder_sobre_un_escape_borra_la_letra_entera	backspacing_over_an_escape_erases_the_whole_character
revelar_activa_la_pestana_del_hueco	revealing_activates_the_slots_tab
revelar_atraviesa_los_grupos_anidados	reveal_crosses_the_nested_groups
revelar_conserva_medidas_y_los_grupos_ajenos	revealing_preserves_sizes_and_unrelated_groups
revelar_lo_que_ya_se_ve_no_cambia_el_arbol	revealing_what_is_already_visible_does_not_change_the_tree
revision_organizar	revision_organize
rewatch_a_menos_dirs_actualiza_el_conjunto	rewatch_with_fewer_dirs_updates_the_set
ris_reinicia_del_todo	ris_resets_everything
ritmo	pace
roles_de_tema	theme_roles
roles_iniciales	roles_initial
rota	broken
rota_elegida	broken_chosen
rotulos	labels
rotulos_de_comando	command_labels
rotulos_plugin	labels_plugin
rueda_en_el_visor	wheel_in_viewer
rueda_en_preview	wheel_in_preview
run_cerrado_mata_bindings_stasheados	run_closed_kills_stashed_bindings
ruta	path
ruta_por_defecto_y_override	default_path_and_override
rutas	paths
s3_bucket_invalido_se_rechaza	an_invalid_s3_bucket_is_rejected
s3_con_user_o_puerto_se_rechaza	s3_with_user_or_port_is_rejected
salida	output
salida_de_comando	command_output
salida_de_referencia	reference_output
salidas	outputs
salir_funciona_con_el_teclado_dentro_de_un_panel_lateral	exiting_works_with_the_keyboard_inside_a_side_panel
saltar	skip
saltar_a_seccion	jump_to_section
saltar_al_punto	jump_to_point
salto	jump
scheme_ajeno_se_rechaza	a_foreign_scheme_is_rejected
scheme_invalido_con_password_inline_no_eco	an_invalid_scheme_with_an_inline_password_is_not_echoed
scroll_con_topes_y_truncado_visible	scroll_with_caps_and_visible_truncation
scroll_del_plan_clampa_en_ambos_extremos	the_plans_scroll_clamps_at_both_ends
se_salta_lo_que_no_es_una_linea_de_sumas_y_cuenta_lo_que_lo_parecia	it_skips_what_is_not_a_checksum_line_and_counts_what_looked_like_one
se_solapan	they_overlap
se_va_a_deshacer	will_undo
seccion	section
secciones_de_ajustes_de_referencia	reference_settings_sections
secret_access_key_nunca_en_el_error	secret_access_key_never_in_the_error
secret_debug_no_filtra	secret_debug_no_filters
secreto	secret
secreto_entregado	secret_entregado
secreto_seguro	secret_safe
secreto_vacio_es_error_y_no_pasa_como_secreto	an_empty_secret_is_an_error_and_does_not_pass_as_a_secret
secreto_vacio_nombra_el_origen_y_los_espacios_pasan	an_empty_secret_names_the_source_and_spaces_pass
secretos_dados	secrets_dados
segmento_tecleado	segment_typed
seguido_de_mapa	followed_by_map
seguir_a_la_propia_raiz_no_tira_nada	following_to_its_own_root_drops_nothing
seguir_a_otro_provider_reancla	following_to_another_provider_re_anchors
seguir_a_un_hermano_sube_al_ancestro_comun_una_vez	following_a_sibling_rises_to_the_common_ancestor_once
seguir_dos_veces_al_mismo_sitio_no_toca_el_cursor	following_twice_to_the_same_place_does_not_touch_the_cursor
seguir_hacia_arriba_sube_la_raiz_sin_vaciar	following_upward_raises_the_root_without_emptying_it
seguir_ramas	follow_branches
seguir_registro	follow_log
seguir_revela_la_rama_y_conserva_lo_abierto	following_reveals_the_branch_and_preserves_what_is_open
seguir_una_rama_sin_listar_espera_a_que_llegue	following_an_unlisted_branch_waits_for_it_to_arrive
seguro	safe
selected_devuelve_la_entrada_bajo_el_cursor	selected_returns_the_entry_under_the_cursor
selector_columnas	selector_columns
selector_de_referencia	reference_selector
selector_disposicion	selector_layout
selector_perfil	selector_profile
semantic_hits_confirma_como_decision_y_cursor_es_inerte	semantic_hits_confirms_as_a_decision_and_the_cursor_is_inert
semantic_query_modal_edita_y_confirma	semantic_query_modal_edits_and_confirms
semantic_query_vacia_no_confirma	an_empty_semantic_query_does_not_confirm
semantica_en_vuelo	semantics_in_flight
semanticos	semantic
sembrar_ramas	seed_branches
sembrar_sitios	seed_places
semilla_de_ids	id_seed
senalar	point_at
separar_los_paneles	separate_the_panes
servidor	server
servidor_falso	server_fake
sesion	session
sesion_degradada	session_degraded
sesion_guardada	session_saved
sesion_ilegal_rechazada_en_connect	an_illegal_session_is_rejected_in_connect
sesion_puesta	session_placed
sesion_releida	session_releida
sesiones	sessions
set_catalogo	set_catalog
set_drives_sustituye_no_fusiona	set_drives_replaces_it_does_not_merge
set_ficha	set_detail
set_texto	set_text
set_volumenes	set_volumes
sftp_inproc_papelera	sftp_inproc_trash
si_el_escritor_se_muere_la_pantalla_se_entera	if_the_writer_dies_the_screen_finds_out
si_el_padre_tampoco_basta_se_numera_hasta_encontrar_hueco	if_the_parent_is_not_enough_either_it_numbers_until_it_finds_room
si_los_fijos_no_caben_se_recortan_y_los_pesos_se_quedan_sin_nada	if_the_fixed_ones_do_not_fit_they_are_trimmed_and_the_weighted_ones_get_nothing
si_muere_el_hueco_seguido_se_degrada_al_activo_y_lo_dice	if_the_followed_slot_dies_it_degrades_to_active_and_says_so
siembra_de_perfil	profile_seed
siempre_se_pinta_algo	something_is_always_painted
sigue	follows
sigue_modificada	follows_modificada
sigue_viva	follows_viva
siguiente	next
siguiente_ajustes	next_settings
siguiente_arbol	next_tree
siguiente_aviso	next_notice
siguiente_ayuda	next_help
siguiente_busqueda	next_search
siguiente_columnas	next_columns
siguiente_comparacion	next_comparison
siguiente_del_anillo	next_in_ring
siguiente_disposicion	next_layout
siguiente_extensiones	next_extensions
siguiente_foco	next_focus
siguiente_foco_tests	next_focus_tests
siguiente_foto	next_snapshot
siguiente_foto_tras_resync	next_snapshot_after_resync
siguiente_mensaje_de_estado	next_status_message
siguiente_modal	next_modal
siguiente_paleta	next_palette
siguiente_parche_de_tablero	next_dashboard_patch
siguiente_recuento	next_count
siguiente_revision	next_revision
siguiente_selector	next_selector
siguiente_sync	next_sync
siguiente_task	next_task
siguiente_tema	next_theme
siguiente_visor	next_visor
siguiente_whichkey	next_whichkey
siguientes_banners	next_banners
siguientes_dialogos	next_dialogs
siguientes_tasks	next_tasks
sin_ancestro_en_el_eje_se_envuelve	without_ancestor_on_axis_it_wraps
sin_barra_de_menus_la_de_paneles_se_muda_a_la_fila_cero	without_a_menu_bar_the_panes_bar_moves_to_row_zero
sin_barras_fijadas_un_click_arriba_no_abre_nada	without_pinned_bars_a_click_above_opens_nothing
sin_conexiones_configuradas_el_selector_lo_dice	with_no_connections_configured_the_selector_says_so
sin_configuracion_quedan_las_de_fabrica	without_configuration_the_factory_ones_remain
sin_confinar	unconfined
sin_daemon_no_se_sondea_ni_se_nombra_a_nadie	without_a_daemon_nothing_is_polled_nor_is_anyone_named
sin_el_flag_del_preset_un_digito_es_una_tecla	without_the_presets_flag_a_digit_is_a_key
sin_escritorio	without_desktop
sin_escritorio_detras_copiar_se_rehusa	without_a_desktop_behind_it_copying_is_refused
sin_fichero_ni_preset_manda_el_error_del_fichero	with_neither_file_nor_preset_the_files_error_wins
sin_foco	unfocused
sin_foco_el_aviso_sale_y_lleva_el_nombre	without_focus_the_notice_appears_and_carries_the_name
sin_gastar	unspent
sin_grupo_los_comandos_de_pestana_lo_dicen	without_a_group_tab_commands_say_so
sin_hermano_se_cae_al_path	without_sibling_it_falls_back_to_path
sin_historial	no_history
sin_los_bytes_un_nombre_honesto_con_reemplazo_sale_marcado_de_mas	without_the_bytes_an_honest_name_with_a_replacement_gets_over_flagged
sin_marcas_es_uno_de_cada_panel	with_no_marks_it_is_one_from_each_pane
sin_nada_enfocable_no_hay_foco	with_nothing_focusable_there_is_no_focus
sin_otro_hueco_el_destino_se_pregunta_fuera	with_no_other_slot_the_destination_is_asked_outside
sin_pagina	no_page
sin_papelera_el_borrado_avisa_de_que_no_hay_vuelta	without_a_trash_deletion_warns_there_is_no_going_back
sin_perfil_el_destino_sigue_siendo_el_usuario	without_a_profile_the_destination_is_still_the_user
sin_perfil_la_clave_sigue_siendo_default	without_a_profile_the_key_is_still_default
sin_visor_no_hay_nada_que_soltar	without_a_viewer_there_is_nothing_to_drop
sinc	sync
sincronizacion	sync
sincronizacion_de_referencia	reference_sync
sincronizar_dos_veces_no_duplica_al_huerfano	syncing_twice_does_not_duplicate_the_orphan
sincronizar_el_mismo_directorio_no_encola_nada	syncing_the_same_directory_queues_nothing
sirve	serves
sistema	system
sitio	place
sitios	places
sitios_tienen_el_foco	places_have_focus
slot_ids_recorre_tambien_las_pestanas_ocultas	slot_ids_also_walks_hidden_tabs
slots_de_referencia	reference_slots
snapshot_ayuda	snapshot_help
snapshot_ayuda_cuerpo_con_foco	snapshot_help_body_with_focus
snapshot_ayuda_filtro_hostil	snapshot_help_hostile_filter
snapshot_ayuda_pagina_de_plugin_hostil	snapshot_help_hostile_plugin_page
snapshot_columna_de_iconos_a_la_izquierda_del_nombre	snapshot_icon_column_to_the_left_of_the_name
snapshot_columns_spec_size_si_header_custom_kind_izquierda	snapshot_columns_spec_size_si_header_custom_kind_left
snapshot_de_referencia	reference_snapshot
snapshot_decoracion_de_plugin_badge_hostil_enmascarado	snapshot_plugin_decoration_masked_hostile_badge
snapshot_extensions_description_hostil_80x24	snapshot_extensions_description_hostile_80x24
snapshot_extensions_ficha_con_ajustes_80x24	snapshot_extensions_card_with_settings_80x24
snapshot_modal_colision	snapshot_modal_collision
snapshot_modal_papelera_y_permanente	snapshot_modal_trash_and_permanent
snapshot_modal_pinta_encima_de_la_palette	snapshot_modal_paints_over_the_palette
snapshot_modal_pinta_encima_del_overlay_de_ajustes	snapshot_modal_paints_over_the_settings_overlay
snapshot_modal_transfer_name_cjk_largo	snapshot_modal_transfer_name_cjk_long
snapshot_navegacion	snapshot_navigation
snapshot_palette_abierta	snapshot_palette_open
snapshot_palette_fila_de_plugin_hostil	snapshot_palette_hostile_plugin_row
snapshot_popup_historial	snapshot_popup_history
snapshot_quick_search_filtro	snapshot_quick_search_filter
snapshot_settings_abierta	snapshot_settings_open
snapshot_settings_filtrada_y_editando_texto	snapshot_settings_filtered_and_editing_text
snapshot_sidebar_abierto	snapshot_sidebar_open
snapshot_sync_pane_mirror_sin_papelera	snapshot_sync_pane_mirror_without_trash
snapshot_sync_pane_update_con_papelera	snapshot_sync_pane_update_with_trash
snapshot_viewer_texto_y_hex	snapshot_viewer_text_and_hex
sobra	extra
sobre	over
sobre_la_fila_de_subir_el_visor_dice_directorio	over_the_parent_row_the_viewer_says_directory
sobre_la_fila_de_subir_la_hoja_la_describe	over_the_parent_row_the_sheet_describes_it
sobre_una_unidad_el_cursor_ya_no_esta_en_una_cabecera	over_a_drive_the_cursor_is_no_longer_on_a_header
socket_para_borrar	socket_for_delete
solo_cerrar	solo_close
solo_con_consulta	only_with_query
solo_lectura	solo_read
solo_listados	solo_listings
solo_se_aparta_el_cromo_del_eje_que_falta	only_the_chrome_of_the_missing_axis_is_set_aside
solo_uno	solo_one
solo_vim_trae_los_contadores_encendidos	only_vim_ships_with_counters_turned_on
soltar	release
soltar_confirmado_copia_y_respeta_las_marcas	a_confirmed_drop_copies_and_respects_the_marks
soltar_debajo	release_below
soltar_en_el_panel_de_origen_no_somete_nada	dropping_on_the_source_pane_submits_nothing
soltar_en_panico	drop_on_panic
soltar_junto_a_un_fijo_entra_como_hermano	dropping_next_to_a_fixed_one_enters_as_a_sibling
soltar_junto_a_una_pestana_parte_su_grupo	dropping_next_to_a_tab_splits_its_group
soltar_lo_que_no_es_ruta_se_dice	dropping_something_that_is_not_a_path_is_reported
soltar_miniatura_si_deja_de_ser_kitty	drop_thumbnail_if_no_longer_kitty
soltar_para_relevo	release_for_handoff
soltar_pregunta_antes_de_copiar	dropping_asks_before_copying
soltar_teclado	release_keyboard
soltar_terminal	release_terminal
soltar_y_tomar_la_sesion_no_dejan_mensaje	dropping_and_taking_the_session_leave_no_message
sondear_destino	sondear_dest
sondear_lineas	sondear_lines
sondear_mapas	sondear_maps
sondear_paneles	sondear_panels
sondear_registro	sondear_log
soporta	supports
soportado	supported
sort_antes	sort_before
sort_junta_las_variantes_de_normalizacion	sort_groups_normalization_variants_together
sort_pone_dirs_primero_y_por_bytes	sort_puts_dirs_first_and_by_bytes
spawn_daemon_plugins_ok_y_roto	spawn_daemon_plugins_ok_and_broken
spawn_raiz	spawn_root
spelling_twins_referencian_ids_reales_y_distintos	spelling_twins_reference_real_and_distinct_ids
splash_hasta_ms	splash_until_ms
splash_visto	splash_seen
split_brain_avisa	split_brain_warns
store_in_age_rechaza_el_vacio	store_in_age_rejects_the_empty_one
subir	up
subir_desde_el_final_acaba_arrastrando_la_ventana	dragging_up_from_the_end_ends_up_dragging_the_window
subir_el_anillo_del_daemon_se_anuncia_tambien_en_mezcla	raising_the_daemons_ring_is_announced_in_the_mix_too
subir_el_nivel_se_lo_pide_tambien_al_daemon	raising_the_level_also_asks_the_daemon
subir_region	up_region
substitute_auto_solo_cambia_los_auto	substitute_auto_only_changes_the_autos
substitute_auto_toma_el_eje_del_corte	substitute_auto_takes_the_cuts_axis
suelta	detached
suelta_la_sesion	drops_the_session
sueltas	loose
sufijo	suffix
sugerido	suggested
sujeto	subject
sujeto_de_aprobacion	approval_subject
sumas	checksums
sumas_informe	checksums_report
sumas_informes_pedidos	checksums_informes_pedidos
sumas_pedidas	checksums_pedidas
sumas_pendientes	checksums_pendientes
symlink_unknown_con_targets_hostiles	symlink_unknown_with_hostile_targets
symlink_unknown_resuelve_el_kind_del_target	symlink_unknown_resolves_the_target_kind
sync_aplicando	sync_applying
sync_plan_con_limit_bajo_trunca_y_no_trae_lo_que_no_supo	sync_plan_with_a_low_limit_truncates_and_does_not_bring_what_it_could_not_know
sync_plan_devuelve_los_pasos_y_no_aplica_nada	sync_plan_returns_the_steps_and_applies_nothing
synthetic_attrs_hostiles_y_deterministas	synthetic_attrs_hostile_and_deterministic
t_hostil	t_hostile
tab_alterna_el_foco_entre_los_dos_panes	tab_toggles_focus_between_the_two_panes
tab_devuelve_el_teclado_sin_cerrar_el_panel	tab_returns_the_keyboard_without_closing_the_panel
tab_sigue_siendo_libre_en_el_contexto_de_dialogo	tab_is_still_free_in_the_dialog_context
tab_tampoco_puede_abrir_una_secuencia	tab_cannot_open_a_sequence_either
tabla	table
tag_de_accion	action_tag
tamano	size
tamano_del_terminal	terminal_size
tar_nombre_largo_panica	tar_long_name_panics
tarea	task
task_a_cancelar	task_to_cancel
task_de_referencia	reference_task
task_fallida	task_failed
tasks_antes	tasks_before
tasks_despues	tasks_after
tasks_es_unico_y_no_toma_foco	tasks_is_unique_and_does_not_take_focus
tasks_se_pinta_pero_no_se_tabula	tasks_is_painted_but_not_tabbed_to
tasks_visibles	tasks_visible
tecla	key
tecla_a_bytes	key_to_bytes
tecla_alt	key_alt
tecla_de	key_for
tecla_de_acorde	chord_key
tecla_de_filtro	filter_key
tecla_de_un_overlay	key_of_an_overlay
tecla_editando_config	key_editando_config
tecla_en_agentes	key_in_agents
tecla_en_ajustes	key_in_settings
tecla_en_asistente	key_in_wizard
tecla_en_ayuda	key_in_help
tecla_en_busqueda	key_in_search
tecla_en_columnas	key_in_columns
tecla_en_comparacion	key_in_comparison
tecla_en_dialogo	key_in_dialog
tecla_en_disposiciones	key_in_layouts
tecla_en_extensiones	key_in_extensions
tecla_en_ir_a	key_in_goto
tecla_en_menu	key_in_menu
tecla_en_paleta	key_in_palette
tecla_en_perfiles	key_in_profiles
tecla_en_preview	key_in_preview
tecla_en_quick	key_in_quick
tecla_en_revision_ia	key_in_ai_review
tecla_en_revision_organizar	key_in_organize_review
tecla_en_selector	key_in_selector
tecla_en_sincronizacion	key_in_sync
tecla_en_splash	key_in_splash
tecla_en_tema	key_in_theme
tecla_en_terminal	key_in_terminal
tecla_en_visor	key_in_viewer
tecla_mod	key_mod
tecla_registro	key_log
teclas	keys
teclas_paleta	keys_palette
tecleado	typed
tecleando_un_valor_las_letras_son_letras	while_typing_a_value_letters_are_letters
tema	theme
tema_claro	theme_light
tema_de_referencia	reference_theme
tema_elegido	theme_chosen
tema_oscuro	theme_dark
tema_puesto	theme_placed
tema_resuelto	theme_resolved
tema_visto	theme_seen
tenia	had
tercero	third
terminal_epoca	terminal_epoch
terminal_escribir	terminal_write
terminar_asistente	finish_wizard
tests_soporte	tests_support
texto	text
texto_de	text_of
texto_de_fila	row_text
texto_de_tercero	third_party_text
texto_del_corpus_se_ve_decodificado	corpus_text_is_shown_decoded
the_text_viewer_does_not_paint_raw_bidi_or_invisibles	the_text_viewer_does_not_paint_raw_bidi_or_invisible
the_unenumerated_invisibles_are_a_hazard	the_unenumerated_invisible_are_a_hazard
tic_de_registro	log_tick
tiene	has
tiene_ficha	has_detail
tiene_listado	has_listing
tiene_undo_vivo	has_undo_vivo
tira	strip
tira_base	strip_base
tira_despertar	strip_despertar
titulo	title
titulo_de	title_of
titulos	titles
tocar_campo_de_dialogo	touch_dialog_field
tocar_rama	touch_branch
toda_accion_que_el_renderer_envia_la_entiende_el_host	every_action_the_renderer_sends_the_host_understands
toda_cabecera_de_grupo_de_la_ayuda_tiene_etiqueta_traducida	every_help_group_header_has_a_translated_label
todas	all
todas_las_filas_terminales_no_es_activa	all_terminal_rows_it_is_not_active
todo_comando_del_vocabulario_esta_documentado	every_command_in_the_vocabulary_is_documented
todo_comando_tiene_ayuda_traducida	every_command_has_translated_help
todo_dialog_command_tiene_etiqueta_traducida	every_dialog_command_has_a_translated_label
todo_lo_colocado_cumple_su_minimo	everything_placed_meets_its_minimum
todo_planned_tiene_motivo_e_issue	every_planned_one_has_a_reason_and_an_issue
todo_preset_alcanza_las_superficies_propias_de_norte	every_preset_reaches_nortes_own_surfaces
todos	all
todos_con	all_with
tofu_desconocida_trust_y_conexion	unknown_tofu_trust_and_connect
tofu_va_uno_a_uno_al_proto	tofu_maps_one_to_one_to_the_proto
toma	takes
toml_roto_nombra_el_archivo	a_broken_toml_names_the_file
tope	cap
tormenta_sostenida_respeta_el_suelo	a_sustained_storm_respects_the_floor
trabajo	work
trabajos	jobs
trampa	trap
transferencia_rechazada	transfer_rejected
transferencias	transfers
tras	after
tras_cfg	after_cfg
tras_el_paso	after_the_step
tras_pintar	after_paint
travesia_compone_con_normalizacion_insensible	traversal_composes_with_insensitive_normalization
tres	three
trozo	chunk
trozos	chunks
truecolor_pinta_el_dir_con_el_azul_del_tema	truecolor_paints_the_dir_with_the_themes_blue
trust_con_fingerprint_incorrecto_no_registra	trust_with_wrong_fingerprint_does_not_register
trust_host_ignora_confirm	trust_host_ignores_confirm
trust_sobre_clave_registrada_distinta_es_error	trust_over_a_different_registered_key_is_an_error
uid_propio	uid_own
ultima_barra	ultima_bar
ultima_linea	ultima_line
ultima_seccion	ultima_section
ultimo	last
ultimo_ajuste	last_setting
ultimo_frame	last_frame
ultimo_listado	last_listing
ultimo_vivo	last_vivo
ultimos	last
ultimos_elementos	last_items
un_active_fuera_de_rango_se_clampa_con_diagnostico	an_out_of_range_active_is_clamped_with_a_diagnostic
un_ancho_impar_no_pierde_una_columna	an_odd_width_does_not_lose_a_column
un_ancla_que_no_existe_deja_el_arbol_intacto	an_anchor_that_does_not_exist_leaves_the_tree_intact
un_apply_de_resultado_desconocido_no_se_reofrece	an_apply_of_an_unknown_result_is_not_reoffered
un_arbol_con_ids_repetidos_no_se_usa	a_tree_with_repeated_ids_is_not_used
un_arbol_sano_valida	a_healthy_tree_validates
un_arbol_sin_listado_no_es_una_disposicion	a_tree_without_a_listing_is_not_a_layout
un_arrastre_cancelado_restituye_las_marcas	a_canceled_drag_restores_the_marks
un_arrastre_marca_lo_que_barre	a_drag_marks_what_it_sweeps
un_arrastre_promovido_lleva_su_fila_y_devuelve_lo_que_barrio	a_promoted_drag_carries_its_row_and_returns_what_it_swept
un_auto_sin_sustituir_cuenta_como_cero	an_unsubstituted_auto_counts_as_zero
un_binding_no_disponible_ensombrece_al_de_global	an_unavailable_binding_shadows_the_global_one
un_binding_no_disponible_si_bloquea_el_prefijo	an_unavailable_binding_still_blocks_the_prefix
un_binding_no_disponible_sigue_contando_para_prefix_free	an_unavailable_binding_still_counts_toward_prefix_free
un_binding_no_disponible_sigue_ensombreciendo	an_unavailable_binding_still_shadows
un_bom_utf8_no_se_lleva_la_primera_linea	a_utf8_bom_does_not_take_the_first_line_with_it
un_caracter_ancho_en_una_rejilla_de_una_columna_no_saca_el_cursor	a_wide_character_in_a_one_column_grid_does_not_push_the_cursor_out
un_caracter_ancho_ocupa_dos_celdas	a_wide_character_occupies_two_cells
un_caracter_multibyte_viaja_entero	a_multibyte_character_travels_whole
un_clic_en_el_borde_de_una_columna_no_guarda_nada	a_click_on_a_columns_border_saves_nothing
un_clic_en_una_pestana_la_pone_delante	a_click_on_a_tab_brings_it_to_front
un_click_antes_y_otro_despues_de_un_cd_no_son_un_doble_click	a_click_before_and_another_after_a_cd_are_not_a_double_click
un_click_con_modificador_no_es_la_primera_mitad_de_un_doble	a_click_with_a_modifier_is_not_the_first_half_of_a_double
un_click_en_el_hueco_de_la_barra_no_hace_nada	a_click_on_the_bars_gap_does_nothing
un_click_en_la_barra_de_menu_la_abre	a_click_on_the_menu_bar_opens_it
un_click_en_la_primera_fila_resuelve_la_primera_entrada	a_click_on_the_first_row_resolves_the_first_entry
un_click_en_la_ultima_entrada_resuelve_esa_y_no_otra	a_click_on_the_last_entry_resolves_that_one_and_no_other
un_click_en_un_listado_trae_el_teclado_desde_el_sidebar	a_click_on_a_listing_brings_the_keyboard_from_the_sidebar
un_click_en_un_panel_lateral_le_da_el_teclado	a_click_on_a_side_pane_gives_it_the_keyboard
un_click_enfoca_ese_pane_y_mueve_el_cursor	a_click_focuses_that_pane_and_moves_the_cursor
un_click_fuera_de_los_dos_panes_no_resuelve_nada	a_click_outside_both_panes_resolves_nothing
un_click_limpio_cierra_el_quick_search_sobre_la_fila_pulsada	a_clean_click_closes_quick_search_on_the_clicked_row
un_click_sobre_un_listado_desplazado_suma_el_scroll	a_click_on_a_scrolled_listing_adds_in_the_scroll
un_comando_ajeno_sobrevive_venga_del_preset_o_de_una_capa	a_foreign_command_survives_whether_it_comes_from_the_preset_or_a_layer
un_comando_live_que_este_frontend_no_implementa_es_not_here	a_live_command_this_frontend_does_not_implement_is_not_here
un_contador_llega_con_el_comando	a_counter_arrives_with_the_command
un_contador_sobre_un_comando_sin_contador_no_se_traga	a_counter_on_a_command_without_a_counter_is_not_swallowed
un_contenido_grande_se_trocea	large_content_is_chunked
un_corchete_que_no_es_codigo_es_literal	a_bracket_that_is_not_code_is_literal
un_corte_vertical_reparte_el_alto	a_vertical_cut_divides_the_height
un_ctrl_l_no_apaga_el_seguimiento	a_ctrl_l_does_not_turn_off_tailing
un_cuerpo_corrupto_deja_la_pantalla_de_la_config	a_corrupt_body_leaves_the_config_screen
un_cuerpo_del_futuro_deja_la_ventana_suelta	a_body_from_the_future_leaves_the_window_detached
un_daemon_sin_registro_deja_de_sondearse_y_un_fallo_no	a_daemon_without_a_log_stops_being_polled_and_a_failure_does_not
